YEAR,TYPE,POSTAL_CODE,Cordinates
2015,Educational,V6T 1Z2,"49.267358, -123.256757"
2015,Community Space,V6A 1V9,"49.2803946, -123.0870172"
2015,Museum/Gallery,V6M 4H1,"49.238472, -123.128627"
2015,Theatre/Performance,V6B 3M7,"49.276974, -123.124732"
2015,Museum/Gallery,V6G 3E2,"49.30067, -123.130997"
2015,Studio/Rehearsal,V6A 4J1,"49.281763, -123.102125"
2015,Theatre/Performance,V5L 2H6,"49.276676, -123.065816"
2015,Community Space,V6A 1C6,"49.284251, -123.093733"
2015,Museum/Gallery,V6A 1L3,"49.282247, -123.0987999"
2015,Theatre/Performance,V6B 3L4,"49.280207, -123.119792"
2015,Educational,V5K 1Z8,"49.281396, -123.047414"
2015,Studio/Rehearsal,V5M 3G9,"49.2608061, -123.0470996"
2015,Studio/Rehearsal,V5T 1S1,"49.2639078, -123.0986899"
2015,Studio/Rehearsal,V5L 2P5,"49.2740112, -123.0771637"
2015,Studio/Rehearsal,V6A 1R8,"49.2811097, -123.0853822"
2015,Theatre/Performance,V5Z 3Y8,"49.2600654, -123.1151069"
2014,Studio/Rehearsal,V6A 1Z7,"49.278453, -123.098829"
2014,Community Space,V6R 1K4,"49.271511, -123.205213"
2014,Museum/Gallery,"er, BC,","49.2639124, -123.2549451"
2014,Community Space,V5Z 3B2,"49.228879, -123.1169818"
2014,Studio/Rehearsal,V6H 3R5,"49.271656, -123.134975"
2014,Theatre/Performance,V5Y 1M8,"49.263974, -123.105108"
2014,Studio/Rehearsal,V5L 5C9,"49.284217, -123.069973"
2014,Museum/Gallery,V6H 3J7,"49.2593906, -123.1383072"
2014,Theatre/Performance,V6H 3J3,"49.261346, -123.1382118"
2014,Studio/Rehearsal,V5A 2P2,"49.270111, -123.098517"
2014,Educational,V5T 1M4,"49.2648965, -123.1033467"
2014,Museum/Gallery,V6B 6N9,"49.2809655, -123.1071802"
2014,Studio/Rehearsal,V5L 2X5,"49.2714597, -123.0768205"
2014,Museum/Gallery,V5T 1V9,"49.262669, -123.102505"
2014,Studio/Rehearsal,V5Y 1J5,"49.2665809, -123.1112172"
2014,Museum/Gallery,V6C 2G3,"49.284308, -123.119819"
2014,Educational,V5T 2C2,"49.2611004, -123.1021231"
2014,Studio/Rehearsal,V6J 1A9,"49.2756879, -123.1402263"
2014,Community Space,V6B 2R5,"49.279299, -123.114669"
2014,Museum/Gallery,V6H 4H7,"49.2657529, -123.1384021"
2014,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2014,Theatre/Performance,V6T 1Z1,"49.269509, -123.255184"
2014,Museum/Gallery,V6A 4H5,"49.279894, -123.102448"
2014,Community Space,V6C 2L1,"49.2844929, -123.1203334"
2014,Museum/Gallery,V6J 3J9,"49.276084, -123.142663"
2014,Studio/Rehearsal,V5T 4S2,"49.2670319, -123.0990734"
2014,Studio/Rehearsal,V5Y 1N9,"49.2636714, -123.1134394"
2014,Studio/Rehearsal,V5Y 3Z5,"49.2641907, -123.1138"
2014,Studio/Rehearsal,V5T 4T1,"49.2667885, -123.0982208"
2014,Community Space,V6G 3H4,"49.2901651976341, -123.125885091572"
2014,Museum/Gallery,V6B 2T4,"49.2762084, -123.119591"
2014,Museum/Gallery,V6P 6A5,"49.2064788, -123.1423354"
2014,Studio/Rehearsal,V6A 1C2,"49.2841198, -123.0985607"
2014,Museum/Gallery,V6H 3R8,"49.269837, -123.13479"
2014,Studio/Rehearsal,V5Y 1L8,"49.2647531, -123.1078497"
2014,Museum/Gallery,V5N 4A3,"49.2683622, -123.0692806"
2014,Community Space,V5Z 1Z8,"49.2529172469768, -123.121277422182"
2014,Museum/Gallery,V6J 1R2,"49.2661804, -123.1399725"
2014,Museum/Gallery,V6B 5K2,"49.279776, -123.103361"
2014,Educational,V6J 0E4,"49.2706035, -123.1432746"
2014,Museum/Gallery,V6J 1K2,"49.2688004, -123.1411548"
2014,Studio/Rehearsal,V5M 4C1,"49.2551, -123.03"
2014,Community Space,V6H 3R8,"49.269397070325, -123.134020271425"
2014,Theatre/Performance,V6B 1H4,"49.282402, -123.10859"
2014,Museum/Gallery,V5Y 1P1,"49.2630895, -123.1058083"
2014,Theatre/Performance,V6A 1L3,"49.282083, -123.097921"
2014,Museum/Gallery,V6A 1K2,"49.2821, -123.102645"
2014,Museum/Gallery,V6J 1K7,"49.2689012, -123.1438197"
2014,Museum/Gallery,V6J 3J9,"49.276261, -123.144436"
2014,Museum/Gallery,V6H 3G5,"49.2638926, -123.1386339"
2014,Community Space,"er, BC,","49.269463, -123.134845"
2014,Studio/Rehearsal,V5A 2P2,"49.270087, -123.098432"
2014,Studio/Rehearsal,V5R 0B6,"49.23408, -123.038603"
2014,Museum/Gallery,V5T 4R8,"49.26676, -123.09715"
2014,Studio/Rehearsal,V6J 3R4,"49.2770875, -123.1500693"
2014,Museum/Gallery,V6B 2W6,"49.2784569, -123.1184779"
2014,Community Space,V5K 2A3,"49.280678, -123.039369"
2014,Theatre/Performance,V5L 3X4,"49.2737114, -123.0694828"
2014,Museum/Gallery,V6B 1A7,"49.2844721, -123.1081528"
2014,Community Space,V6B 3A3,"49.2818067, -123.1152408"
2014,Museum/Gallery,V5T 3C7,"49.2653981, -123.1007282"
2014,Museum/Gallery,V6H 4H7,"49.2661646, -123.1383868"
2014,Community Space,V5M 3E4,"49.256761, -123.049576"
2014,Museum/Gallery,V6A 1M9,"49.2815282, -123.1043161"
2014,Theatre/Performance,V6A 1C2,"49.284153, -123.099046"
2014,Community Space,"er, BC,","49.289387, -123.118259"
2014,Museum/Gallery,V6B 2W9,"49.2766268, -123.1211143"
2014,Educational,V5W 1P3,"49.2319794, -123.0926825"
2014,Studio/Rehearsal,V6P 2N4,"49.2128612, -123.1384686"
2014,Studio/Rehearsal,V6B 2G6,"49.277074, -123.125727"
2014,Community Space,V5P 3A2,"49.2384815559383, -123.075480182997"
2014,Community Space,V5S 2X7,"49.2274099228807, -123.04439061748"
2014,Community Space,V6K 1B7,"49.2725956, -123.1573621"
2014,Museum/Gallery,V6A 4J1,"49.2810651, -123.1017894"
2014,Theatre/Performance,V6P 5Z9,"49.20363, -123.1375815"
2014,Studio/Rehearsal,"er, BC,","49.2703062, -123.0770081"
2014,Studio/Rehearsal,V5N 3J7,"49.267481, -123.075658"
2014,Community Space,"er, BC,","49.282643, -123.094341"
2014,Theatre/Performance,V6B 5G1,"49.2803528, -123.1194108"
2014,Theatre/Performance,V6B 5G1,"49.279881, -123.12051"
2014,Café/Restaurant/Bar,V6H 3J8,"49.258518, -123.1386441"
2014,Studio/Rehearsal,V6A 1Y7,"49.2792244, -123.0872408"
2014,Studio/Rehearsal,V6A 2H2,"49.2753465, -123.0803477"
2014,Theatre/Performance,V6H 3R8,"49.269212, -123.132002"
2014,Studio/Rehearsal,V6A 2Z9,"49.2781751, -123.0970675"
2014,Community Space,V5K 5J1,"49.28416, -123.037295"
2014,Studio/Rehearsal,V6B 1H4,"49.28238, -123.108643"
2014,Museum/Gallery,V6A 4J1,"49.281336, -123.1019396"
2014,Community Space,V5M 2Y3,"49.2524249068635, -123.042958058734"
2014,Theatre/Performance,V5N 1W1,"49.2620042, -123.0704852"
2014,Community Space,V6K 1N6,"49.2680684, -123.1531395"
2014,Community Space,V6A 3K1,"49.27895, -123.084646"
2014,Educational,V5T 1M6,"49.264581, -123.101954"
2014,Museum/Gallery,V6B 3J5,"49.283183, -123.114585"
2014,Museum/Gallery,V6A 3Z7,"49.273743, -123.103652"
2014,Community Space,V6A 1L4,"49.2825039, -123.0971846"
2014,Community Space,V6A 3V8,"49.279779792626, -123.091546208357"
2014,Studio/Rehearsal,V6A 2K5,"49.2739359, -123.083385"
2014,Studio/Rehearsal,V6H 3R8,"49.269883, -123.135137"
2014,Studio/Rehearsal,V6J 1S1,"49.2655999, -123.140093"
2014,Café/Restaurant/Bar,V5N 4A9,"49.266022, -123.0698073"
2014,Museum/Gallery,V6B 0B2,"49.2841655, -123.1119735"
2014,Theatre/Performance,V6Z 1L3,"49.2800125, -123.1224555"
2014,Museum/Gallery,V6J 1L6,"49.267975, -123.139461"
2014,Museum/Gallery,V6A 1B5,"49.2839469, -123.1010921"
2014,Museum/Gallery,V6A 1T7,"49.280103, -123.098813"
2014,Museum/Gallery,V6M 4H1,"49.238472, -123.128627"
2014,Educational,V6J 4R9,"49.274884, -123.144548"
2014,Museum/Gallery,V6Z 2H7,"49.283158, -123.120932"
2014,Educational,V6H 3R9,"49.2718984, -123.1349366"
2014,Museum/Gallery,V5Z 2N7,"49.233442, -123.126013"
2014,Educational,V6B 3L4,"49.280221, -123.119768"
2014,Theatre/Performance,V6B 3L4,"49.280207, -123.119792"
2014,Educational,V5K 1Z8,"49.281396, -123.047414"
2014,Community Space,V6Z 2R9,"49.2801175, -123.1265368"
2014,Studio/Rehearsal,V6J 1R1,"49.266238, -123.1401944"
2014,Community Space,V6G 2L8,"49.289912961681, -123.136073777706"
2014,Theatre/Performance,V5L 2W2,"49.2786795, -123.0707458"
2020,Studio/Rehearsal,V6B 2R1,"49.2820254, -123.1113745"
2020,Studio/Rehearsal,V6Z 1R3,"49.2773524, -123.130624"
2020,Studio/Rehearsal,V6A 1Z6,"49.281957, -123.071127"
2020,Museum/Gallery,V6Z 1R3,"49.278806, -123.0988265"
2020,Studio/Rehearsal,V5L 3H7,"49.279712, -123.076988"
2020,Museum/Gallery,V6Z 1N9,"49.2803099, -123.1228359"
2020,Community Space,V6P 3J9,"49.20761872, -123.11759358"
2020,Studio/Rehearsal,V5L 2H1,"49.2768237, -123.0736378"
2020,Theatre/Performance,V5Y 1M8,"49.263974, -123.105108"
2020,Museum/Gallery,V6B 2N5,"49.2817199, -123.1095005"
2020,Museum/Gallery,V6H 3J7,"49.2593906, -123.1383072"
2020,Museum/Gallery,V5L 2G9,"49.2765155, -123.0729141"
2020,Theatre/Performance,V6H 3R9,"49.272124, -123.134362"
2020,Studio/Rehearsal,V6H 3R7,"49.2700047, -123.1347122"
2020,Educational,V5T 1M4,"49.2648965, -123.1033467"
2020,Museum/Gallery,V6B 3A7,"49.2799985, -123.1179808"
2020,Educational,V5V 4C4,"49.25422, -123.089473"
2020,Museum/Gallery,V6B 1H4,"49.282395, -123.108715"
2020,Museum/Gallery,V6B 6N9,"49.2809655, -123.1071802"
2020,Museum/Gallery,V6A 4L4,"49.2758184, -123.1000334"
2020,Community Space,V6A 1X5,"49.2791925, -123.0979982"
2020,Museum/Gallery,V6C 2G3,"49.284308, -123.119819"
2020,Cafe/Restaurant/Bar,V5T 0A9,"49.2603045, -123.0962422"
2020,Museum/Gallery,V5Y 2M5,"49.242077, -123.113759"
2020,Theatre/Performance,V5Y 1A4,"49.270223, -123.108576"
2020,Studio/Rehearsal,V6J 1A9,"49.2756879, -123.1402263"
2020,Community Space,V5V 1A6,"49.2559391, -123.1005648"
2020,Museum/Gallery,V6Z 1B7,"49.2780437, -123.1275105"
2020,Theatre/Performance,V6B 2R5,"49.279079, -123.114496"
2020,Community Space,V6J 1S1,"49.2653925, -123.1399958"
2020,Theatre/Performance,V6T 1Z1,"49.269523, -123.255108"
2020,Educational,V6R 1Z1,"49.2652165, -123.1857634"
2020,Theatre/Performance,V6B 6N9,"49.280474, -123.106621"
2020,Studio/Rehearsal,V6Z 2L7,"49.278543, -123.126284"
2020,Museum/Gallery,V6H 3S2,"49.272369, -123.135541"
2020,Museum/Gallery,V6J 3J9,"49.276084, -123.142663"
2020,Studio/Rehearsal,V5Y 1N9,"49.2636714, -123.1134394"
2020,Museum/Gallery,V6B 1B6,"49.2843539, -123.109198"
2020,Community Space,V5R 6C9,"49.2366135, -123.0328014"
2020,Museum/Gallery,V6H 3R8,"49.269837, -123.13479"
2020,Community Space,V6A 3Z7,"49.274159, -123.10319"
2020,Museum/Gallery,V5T 3E2,"49.263699, -123.1006"
2020,Theatre/Performance,V6B 1H4,"49.282364, -123.108528"
2020,Theatre/Performance,V6T 1Z2,"49.2643788, -123.2543722"
2020,Museum/Gallery,V6J 1R2,"49.2660537, -123.1422296"
2020,Museum/Gallery,V6H 3W7,"49.2710507, -123.136077"
2020,Educational,V6H 2R9,"49.270461, -123.132857"
2020,Educational,V6J 1J8,"49.2690422, -123.1396911"
2020,Museum/Gallery,V6J 1K2,"49.2688004, -123.1411548"
2020,Museum/Gallery,V5N 4G2,"49.25203747, -123.06775753"
2020,Studio/Rehearsal,V5M 4C1,"49.2551, -123.03"
2020,Community Space,V5K 2B6,"49.280412, -123.051665"
2020,Theatre/Performance,V6B 1H4,"49.282402, -123.10859"
2020,Theatre/Performance,V6J 3H6,"49.2670183, -123.1455584"
2020,Theatre/Performance,V6A 1L3,"49.282083, -123.097921"
2020,Studio/Rehearsal,V6H 3R8,"49.2698934, -123.1343033"
2020,Theatre/Performance,V6A 1T5,"49.2806621, -123.1008605"
2020,Cafe/Restaurant/Bar,V6B 2M4,"49.2782141, -123.1135744"
2020,Museum/Gallery,V6H 3G5,"49.2638926, -123.1386339"
2020,Community Space,V6H 3R9,"49.269463, -123.134845"
2020,Studio/Rehearsal,V5L 3C6,"49.2855779, -123.085073"
2020,Museum/Gallery,V6B 2W6,"49.2784569, -123.1184779"
2020,Community Space,V5K 2A3,"49.280678, -123.039369"
2020,Theatre/Performance,V5L 3X4,"49.2737114, -123.0694828"
2020,Community Space,V6G 2L1,"49.285278, -123.141944"
2020,Studio/Rehearsal,V5Y 1H5,"49.2665763, -123.1114684"
2020,Community Space,V5T 3G7,"49.257332, -123.100944"
2020,Community Space,V6B 3A3,"49.2818067, -123.1152408"
2020,Museum/Gallery,V6H 3G3,"49.264989, -123.13825"
2020,Community Space,V5M 3E4,"49.256761, -123.049576"
2020,Theatre/Performance,V6H 3S4,"49.270764, -123.136248"
2020,Community Space,V6C 3L5,"49.289387, -123.118259"
2020,Community Space,V6R 1B5,"49.2711948, -123.1912389"
2020,Studio/Rehearsal,V6P 2N4,"49.2128612, -123.1384686"
2020,Studio/Rehearsal,V5Y 1L6,"49.2644359, -123.106533"
2020,Community Space,V5P 3A2,"49.2384815559383, -123.075480182997"
2020,Community Space,V6M 3W9,"49.2331853554205, -123.157092907213"
2020,Community Space,V6K 1B7,"49.2725956, -123.1573621"
2020,Community Space,V6J 1S1,"49.26567, -123.14003"
2020,Cafe/Restaurant/Bar,V6A 1G4,"49.2830962, -123.0961916"
2020,Studio/Rehearsal,V6A 2T9,"49.2795033, -123.0989085"
2020,Theatre/Performance,V5V 2G8,"49.2480158, -123.1014023"
2020,Museum/Gallery,V6T 1Z2,"49.267681, -123.259146"
2020,Studio/Rehearsal,V6A 1Y5,"49.2788158, -123.0884454"
2020,Other,"er, BC,","49.2660577, -123.1265306"
2020,Studio/Rehearsal,V5W 1T7,"49.2303947, -123.082685"
2020,Museum/Gallery,V6A 3A3,"49.2844048, -123.0976142"
2020,Other,V6A 1R1,"49.2813673, -123.0998194"
2020,Theatre/Performance,V5Z 2N7,"49.233433, -123.126011"
2020,Studio/Rehearsal,V5N 3J7,"49.267481, -123.075658"
2020,Theatre/Performance,V6T 1Z2,"49.266904, -123.255994"
2020,Studio/Rehearsal,V5T 1E8,"49.2671627, -123.1057339"
2020,Theatre/Performance,V6B 3I4,"49.2805152, -123.1216199"
2020,Cafe/Restaurant/Bar,V5T 1W4,"49.2631703, -123.1001783"
2020,Theatre/Performance,V6G 3L2,"49.2913154, -123.1295134"
2020,Museum/Gallery,V6C 3E8,"49.283709, -123.119963"
2020,Studio/Rehearsal,V6G 3L2,"49.29119, -123.130114"
2020,Studio/Rehearsal,V5L 2P7,"49.2781751, -123.0970675"
2020,Community Space,V5K 5J1,"49.28416, -123.037295"
2020,Studio/Rehearsal,V5L 3L1,"49.2833711, -123.0740061"
2020,Studio/Rehearsal,V6B 1H4,"49.28238, -123.108643"
2020,Theatre/Performance,V6B 5N6,"49.28046, -123.113401"
2020,Cafe/Restaurant/Bar,V6B 1Y4,"49.2828775, -123.1151754"
2020,Educational,V5Y 1T6,"49.2609395, -123.1163251"
2020,Community Space,V6A 3T1,"49.2807361611339, -123.084089333259"
2020,Theatre/Performance,V6H 3R9,"49.272235, -123.13467"
2020,Museum/Gallery,V6A 1S9,"49.2806995, -123.1031317"
2020,Museum/Gallery,V6G 1J6,"49.286863, -123.132187"
2020,Community Space,V6K 1N6,"49.2680684, -123.1531395"
2020,Community Space,6M  2J2,"49.2309378, -123.1585257"
2020,Theatre/Performance,V6B 2G6,"49.277065, -123.125711"
2020,Community Space,V6P 4N2,"49.204487, -123.134666"
2020,Studio/Rehearsal,V6G 3E2,"49.295416, -123.150402"
2020,Educational,V6H 1E5,"49.263274, -123.129742"
2020,Studio/Rehearsal,V6H 3R9,"49.2719547, -123.134239"
2020,Studio/Rehearsal,V5R 1V6,"49.244559, -123.0483891"
2020,Museum/Gallery,V5T 1J7,"49.2666989, -123.1113877"
2020,Studio/Rehearsal,V5L 3H7,"49.280069, -123.076945"
2020,Studio/Rehearsal,V5L 3H7,"49.2796314, -123.0791783"
2020,Community Space,V6B 5N6,"49.27994, -123.113393"
2020,Community Space,V6P 4J6,"49.2047023, -123.1338135"
2020,Cafe/Restaurant/Bar,V5N 4A9,"49.266022, -123.0698073"
2020,Studio/Rehearsal,V6A 4B9,"49.2773069, -123.0982961"
2020,Museum/Gallery,V6B 0B2,"49.2841655, -123.1119735"
2020,Studio/Rehearsal,V6A 2h3,"49.2762044, -123.0812684"
2020,Cafe/Restaurant/Bar,V6A 1R3,"49.2814264, -123.0879632"
2020,Theatre/Performance,V5L 2H6,"49.2766739, -123.0657972"
2020,Other,V6H 1E5,"49.263618, -123.128586"
2020,Theatre/Performance,V6A 1C2,"49.284153, -123.099046"
2020,Studio/Rehearsal,V5Y 1K3,"49.265745, -123.106972"
2020,Studio/Rehearsal,V6P 3J9,"49.2064027, -123.1179859"
2020,Studio/Rehearsal,V6J 1S1,"49.2655999, -123.140093"
2020,Cafe/Restaurant/Bar,V6C 1V4,"49.2849231, -123.1143101"
2020,Museum/Gallery,V6A 1B5,"49.2839469, -123.1010921"
2020,Theatre/Performance,V6B 3M7,"49.276974, -123.124732"
2020,Studio/Rehearsal,V5Z 2G9,"49.247272, -123.125574"
2020,Community Space,V5N 4P3,"49.2406492, -123.0657006"
2020,Museum/Gallery,V6G 3E2,"49.30067, -123.130997"
2020,Studio/Rehearsal,V5Y 1K6,"49.2655855, -123.1075911"
2020,Studio/Rehearsal,V5L 1K6,"49.2841727, -123.0652956"
2020,Theatre/Performance,V5L 2H6,"49.276676, -123.065816"
2020,Museum/Gallery,V5Z 2N7,"49.233442, -123.126013"
2020,Museum/Gallery,V6J 1A3,"49.277465, -123.147587"
2020,Museum/Gallery,V6A 1L3,"49.282247, -123.0987999"
2020,Theatre/Performance,V6B 3L4,"49.280207, -123.119792"
2020,Community Space,V6J 3J9,"49.2767769, -123.1461243"
2020,Educational,V6A 1E1,"49.2844372, -123.0915178"
2020,Studio/Rehearsal,V5M 3G9,"49.2608061, -123.0470996"
2020,Community Space,V6B 1G4,"49.2816981, -123.1052115"
2020,Studio/Rehearsal,V6J 1R1,"49.2663536, -123.1400604"
2020,Studio/Rehearsal,V5T 1S1,"49.2639078, -123.0986899"
2020,Museum/Gallery,V5T 1A6,"49.2689553, -123.0984496"
2020,Theatre/Performance,V5Z 3Y8,"49.2600654, -123.1151069"
2017,Studio/Rehearsal,V6A 1Z6,"49.281957, -123.071127"
2017,Studio/Rehearsal,V5L 1V9,"49.280458, -123.073608"
2017,Museum/Gallery,V6H 3J7,"49.2593906, -123.1383072"
2017,Museum/Gallery,V6B 2J2,"49.282941, -123.104299"
