Coordinates,Count
"49.2496144790004, -123.100615237377",2
"49.262869707956, -123.112667861704",7
"49.2685499703253, -123.105336942895",2
"49.2815470586946, -123.095204571194",1
"49.2878202853116, -123.141334559745",1
"49.2893857882769, -123.133815293463",1
"49.2798295327485, -123.130963659672",2
"49.2786038248942, -123.123393244972",4
"49.2631420451868, -123.129878017315",8
"49.2631449502649, -123.130086240298",8
"49.2625945574342, -123.153432172135",1
"49.2790433695741, -123.128594991406",1
"49.2818703948437, -123.108161065272",6
"49.281895183964, -123.108316408643",6
"49.2790840199018, -123.124695599843",1
"49.2791362378281, -123.124486211424",1
"49.2792304430519, -123.124462387844",1
"49.2756486049575, -123.073771673591",1
"49.2764833142031, -123.098474636158",10
"49.2826366574965, -123.077692942478",7
"49.2886924180381, -123.130564024788",2
"49.2304739906996, -123.090234175581",6
"49.2829615616882, -123.100976697944",8
"49.2817869618475, -123.122111522365",1
"49.2630677985769, -123.125084409807",5
"49.2440767865304, -123.063630646956",7
"49.2635266317279, -123.207948712687",6
"49.2635286256334, -123.208090290547",6
"49.2635370358037, -123.207835610758",6
"49.2844086119769, -123.068621548143",1
"49.2844357110156, -123.068445305515",1
"49.2852142623962, -123.134965726337",1
"49.242390834977, -123.101769919226",1
"49.2871001771379, -123.120233076106",1
"49.2816916588866, -123.081571621666",5
"49.2816935907507, -123.081676465905",5
"49.2249958424281, -123.090404251559",3
"49.2680754288291, -123.187306409912",1
"49.2830442581915, -123.109049216672",5
"49.2875110495686, -123.134312952302",1
"49.2842258836781, -123.097343727955",1
"49.2811164676683, -123.10415244459",5
"49.2789110149553, -123.124136423124",9
"49.2394920471102, -123.064990141739",1
"49.2638643124127, -123.137158649957",18
"49.265585374372, -123.115207843527",2
"49.2434083097399, -123.062235965199",1
"49.210182188648, -123.106261125561",1
"49.2679887598802, -123.18386795705",1
"49.2032946218529, -123.127884309374",1
"49.2817571737611, -123.129606639702",1
"49.2775759027903, -123.079862576948",1
"49.2786952004403, -123.123264509045",1
"49.2780041610246, -123.125506218512",8
"49.2427091674077, -123.100980673634",2
"49.2750752294516, -123.066299105859",1
"49.2851092508019, -123.064085814003",2
"49.2678433638116, -123.151485670758",3
"49.2669168024285, -123.069323312597",3
"49.272748357698, -123.147401271541",3
"49.2647618877694, -123.139928723683",1
"49.2658089945574, -123.131937139475",1
"49.2626535378547, -123.035069240643",2
"49.2463588888162, -123.089810267595",2
"49.2632758352147, -123.107539492628",5
"49.265045121608, -123.138928378294",9
"49.2634550076057, -123.149441392478",4
"49.2640424259046, -123.148796902171",4
"49.2635171229144, -123.207233265954",1
"49.2628169315667, -123.186688047354",1
"49.2576936787665, -123.093530332101",3
"49.2087879763519, -123.134104120644",1
"49.2679109074402, -123.155775783374",3
"49.2686671479761, -123.170605349377",1
"49.2635189902714, -123.207440817342",5
"49.2806036322856, -123.075340384735",3
"49.2844980058794, -123.092985419581",1
"49.2424598173867, -123.058692772502",8
"49.2425114712383, -123.058810300149",8
"49.2689241417608, -123.103467376574",2
"49.2872857702813, -123.141462815764",1
"49.2769045280691, -123.068804080915",5
"49.2828739125688, -123.096771845234",1
"49.2643788351171, -123.171602721019",2
"49.2497825901268, -123.114136826252",1
"49.2681424175175, -123.170730084719",1
"49.272641325668, -123.096878026141",4
"49.2676595790092, -123.105673577614",4
"49.2735653508296, -123.085911097608",2
"49.2823396383354, -123.115042684093",14
"49.2823914398533, -123.11496305551",14
"49.2713685060674, -123.089261647475",2
"49.2404127937575, -123.037701963919",5
"49.2840002389325, -123.13739186939",5
"49.2464262094549, -123.068532156112",3
"49.2548538792539, -123.090389232203",4
"49.2680228174504, -123.078025282045",3
"49.2598639832968, -123.033232290055",1
"49.2589339455527, -123.033218183404",1
"49.2464347496115, -123.18546909103",8
"49.242123097553, -123.101015034282",1
"49.2640836769676, -123.151229422225",2
"49.2268592452969, -123.090314957562",2
"49.230267373918, -123.091008460394",2
"49.2050691574352, -123.128122611431",1
"49.2781501228226, -123.125285235391",3
"49.2784248725374, -123.123681343342",16
"49.2902203604981, -123.132894929214",1
"49.2626697998686, -123.076762572938",2
"49.2755296040971, -123.076881718405",3
"49.2644596757675, -123.174758945925",9
"49.2645058131165, -123.174770228466",9
"49.2772940852775, -123.068889973003",1
"49.281374066594, -123.107671265462",9
"49.2837035273722, -123.103660080714",2
"49.2652497527003, -123.117212799015",1
"49.2858739965037, -123.133866678263",1
"49.2861299002439, -123.134262021408",1
"49.2877568087595, -123.139891134295",3
"49.2809408436171, -123.098418394031",13
"49.2811148118979, -123.120796635427",4
"49.2589796984422, -123.09662266276",3
"49.2879160960262, -123.137022661952",5
"49.2880173211676, -123.13714945543",5
"49.2804158438642, -123.088245884517",5
"49.25671378033, -123.185529398709",5
"49.2673697494803, -123.143087581904",1
"49.2453413562774, -123.064728577974",1
"49.2790694578082, -123.114572880139",2
"49.2743068555205, -123.123119356079",1
"49.2750292665297, -123.060094170347",1
"49.2815720371674, -123.09652869329",1
"49.2877427687357, -123.14071969486",2
"49.2808956804111, -123.092952522631",11
"49.2782927920523, -123.100245290586",20
"49.2808719171672, -123.119965728421",5
"49.280148349874, -123.10009444156",9
"49.282009632754, -123.105709943172",12
"49.2816773225519, -123.101875997372",10
"49.2583296439916, -123.114689411355",4
"49.2477839471133, -123.090665323575",1
"49.2836005121576, -123.127029200792",1
"49.283661921335, -123.127136335065",1
"49.2840278581377, -123.12335652139",1
"49.2633062692662, -123.11051966334",5
"49.2586929648841, -123.138336189378",1
"49.2829748316053, -123.101835385269",3
"49.219247325994, -123.066307615301",1
"49.206088614063, -123.140195097556",2
"49.2808757115906, -123.055547054251",1
"49.281705977346, -123.082913899845",6
"49.2817086013609, -123.083017714106",6
"49.285253413824, -123.064106681792",1
"49.2828661235234, -123.075454560024",6
"49.2408288616744, -123.101855898625",2
"49.290608456704, -123.133238812994",1
"49.2556032597646, -123.087991645064",3
"49.2776428954862, -123.109058783065",5
"49.2813846350529, -123.086410946829",2
"49.284722101103, -123.125673120897",1
"49.2483059133059, -123.101461843273",5
"49.2483915308499, -123.07148847051",4
"49.2484332849739, -123.07159294415",4
"49.2828362292073, -123.071557018474",2
"49.2090749258803, -123.121776519279",1
"49.2850562638002, -123.059939079045",3
"49.2813806585946, -123.086146700846",10
"49.2639352491581, -123.142107906282",2
"49.2630616787522, -123.138170520086",4
"49.2385744274671, -123.155970973524",4
"49.2465092734515, -123.10084010106",4
"49.2623979601948, -123.057132248845",11
"49.2633249355173, -123.111212127654",7
"49.263331282026, -123.111626814856",7
"49.2620733973339, -123.07813481657",10
"49.2833207639033, -123.109436135471",4
"49.2640193374194, -123.184172704623",4
"49.2640471503248, -123.184223663714",1
"49.2810459646557, -123.1005355537",3
"49.2645912044197, -123.090802485039",1
"49.2631716462853, -123.101889245553",20
"49.2810578279319, -123.101196624866",5
"49.2827334578436, -123.060406442703",1
"49.2680981365209, -123.108950855968",2
"49.2442134075603, -123.101705765399",2
"49.2819598469489, -123.134206040924",1
"49.2608092717605, -123.076606415861",1
"49.2264148622886, -123.090348208687",1
"49.2842762984939, -123.099877167011",1
"49.2842775686966, -123.099968609509",1
"49.2122156735077, -123.139990169429",1
"49.2810360298642, -123.102109778456",12
"49.2810671590954, -123.102001235637",12
"49.2794888931498, -123.124186008894",3
"49.2791411015495, -123.091358569313",1
"49.2845116516445, -123.132727190694",1
"49.282866157166, -123.11071046705",1
"49.2626472048885, -123.074200026875",4
"49.2897228067235, -123.133304635586",3
"49.2805445831653, -123.110145246207",1
"49.2833219330242, -123.104956671551",3
"49.2609082347508, -123.101543270448",8
"49.2477037237208, -123.089748718694",3
"49.2782771173275, -123.075645705349",2
"49.2827992314121, -123.111572576933",3
"49.2628012792844, -123.184904005748",2
"49.2649320922516, -123.183294690042",2
"49.2458677656632, -123.065970084207",4
"49.2603532915127, -123.101575927681",9
"49.2619267065588, -123.094659112583",3
"49.2631798976784, -123.092441071525",2
"49.2567163594374, -123.100883802505",8
"49.2678932187877, -123.154546315616",3
"49.267894427363, -123.154651474888",3
"49.2814266578543, -123.058285006404",6
"49.2441923392853, -123.064811970796",2
"49.2796663685162, -123.132863145082",4
"49.240693284708, -123.038190723657",1
"49.2778959586294, -123.098637880896",4
"49.2621757370377, -123.089607803367",8
"49.2631871269333, -123.103297484427",10
"49.2667470693524, -123.104983460676",2
"49.2781306591695, -123.090598973254",1
"49.2617238426939, -123.116157711161",1
"49.2566736902096, -123.091375886363",1
"49.2559014500719, -123.101578102188",3
"49.2453505648038, -123.185618899616",1
"49.2837652484084, -123.124133579039",2
"49.2618241131952, -123.093835753165",2
"49.2618206927508, -123.093638972043",1
"49.2649841493888, -123.106149805252",1
"49.2700299432114, -123.146050918122",2
"49.2120343085364, -123.14618583548",1
"49.2407402888657, -123.152122764485",1
"49.259755212079, -123.152492738745",1
"49.2641203124046, -123.152428902639",1
"49.2649737307207, -123.152389457971",1
"49.2653042814324, -123.152243224699",1
"49.2659391812924, -123.151798621638",1
"49.2662835394951, -123.15110262289",1
"49.2664671456061, -123.144171602183",1
"49.2665139209879, -123.147767034988",1
"49.2665241450959, -123.148296292273",1
"49.2665411933717, -123.148476559832",1
"49.2665450415059, -123.149315593113",1
"49.2379825830327, -123.06581504924",3
"49.2391072485491, -123.051482173163",1
"49.2343119158907, -123.156705010311",2
"49.2243823798091, -123.102100061571",1
"49.2630590240712, -123.124463563621",1
"49.278695500122, -123.06725372643",1
"49.2278136287559, -123.090298155282",2
"49.2582658993164, -123.184578569897",2
"49.2359406277558, -123.039717272109",2
"49.2692393259795, -123.076968648003",1
"49.269441180073, -123.076965800381",1
"49.2704579342516, -123.103181728437",1
"49.2728202194222, -123.078019348472",5
"49.2766482667583, -123.119512667194",1
"49.2762797773772, -123.075308227277",11
"49.2890477516735, -123.130159563169",1
"49.2808784270783, -123.059120599956",1
"49.2637548269338, -123.187165790395",1
"49.2545287543309, -123.114694896913",1
"49.2639056948328, -123.139952816225",5
"49.2763197815709, -123.130789897766",3
"49.2265069783645, -123.107496453954",1
"49.2817698912348, -123.085683836303",1
"49.2834189866129, -123.105524414044",2
"49.2582611543047, -123.139186067674",4
"49.2625172916335, -123.04476845305",1
"49.2531913299709, -123.101265289952",2
"49.2811259326764, -123.106293713828",6
"49.2516366377048, -123.114884587264",2
"49.251907851316, -123.114867916236",2
"49.2679267378301, -123.156707937659",1
"49.2806016151011, -123.098019001759",14
"49.2561078066932, -123.114290883179",1
"49.2788410157399, -123.070747507771",4
"49.2561040512984, -123.11399486022",1
"49.2679687073211, -123.159235916372",2
"49.2808881200456, -123.076887655598",1
"49.2349194758345, -123.158928769057",3
"49.2627265041296, -123.084350875792",1
"49.2782002014129, -123.069692631526",1
"49.2689551461656, -123.106352556899",1
"49.2797015202778, -123.098158118623",3
"49.2342458465492, -123.153799508839",1
"49.2459912526208, -123.09060649145",1
"49.2835562206192, -123.115948941432",1
"49.2853666844832, -123.117094492179",8
"49.2679423736603, -123.157777124108",10
"49.2528031889596, -123.100561749467",3
"49.2323793164394, -123.071998083716",1
"49.2272692927615, -123.077633520792",1
"49.2778819347134, -123.097908600343",10
"49.2627579659809, -123.087962252784",8
"49.268614493452, -123.104424619938",4
"49.2760867503332, -123.119287202894",2
"49.2819891628633, -123.108807589838",9
"49.2596443885132, -123.138283764555",1
"49.2817468478281, -123.115924047266",1
"49.2819936988465, -123.11555049569",1
"49.2818048028322, -123.107813673681",14
"49.2803960808941, -123.118904242879",2
"49.2782473968037, -123.125135758539",1
"49.2827004448469, -123.028596006274",1
"49.281462851132, -123.089873957096",2
"49.268012966595, -123.097272239338",5
"49.2681050393603, -123.097424188504",5
"49.247257091946, -123.068952076268",6
"49.2811354367318, -123.102098296628",14
"49.2684953021571, -123.102074616903",6
"49.2641999148026, -123.157423853477",1
"49.2791794598433, -123.099292965652",3
"49.2531195682938, -123.090465190341",3
"49.2530179060862, -123.090485878179",19
"49.2926120326535, -123.136436156378",1
"49.2607346570995, -123.071671044953",3
"49.2637507613421, -123.130499389249",1
"49.2478513045011, -123.071604482627",9
"49.2810387668879, -123.120830823356",9
"49.2486982819595, -123.084265389881",1
"49.2601334030832, -123.057123147714",1
"49.2824530181589, -123.071583812455",2
"49.2455817329855, -123.066741443628",8
"49.2849715176391, -123.126991058479",1
"49.2684509048551, -123.072405987802",1
"49.2753789992033, -123.069897239682",4
"49.2625878317718, -123.152696773982",1
"49.2789753186719, -123.086762517529",1
"49.2810787323298, -123.076880939701",3
"49.2592135211315, -123.061731800846",3
"49.236381108539, -123.044313414611",4
"49.2618967753383, -123.076442124912",2
"49.2832721039305, -123.089967610704",2
"49.2761194136228, -123.222016703228",1
"49.2816714760828, -123.100094911797",2
"49.2770807070162, -123.081053829309",11
"49.252331563246, -123.06846251245",1
"49.2675915294205, -123.102499254918",2
"49.230776935222, -123.091022445138",1
"49.2783953613133, -123.099321473792",12
"49.2111466439369, -123.060283696374",1
"49.2764046771646, -123.124813197615",4
"49.2805794180842, -123.073707284188",2
"49.2350153756008, -123.065892675361",4
"49.2457686006511, -123.067143855564",4
"49.2809604893194, -123.074910969549",7
"49.2584749857304, -123.153383174437",2
"49.2808629360899, -123.025972971893",4
"49.280863075856, -123.026111153572",4
"49.2565874691601, -123.090199230822",9
"49.2816359178611, -123.104016358465",6
"49.2781522804406, -123.1012846522",13
"49.2617469771796, -123.085505071683",1
"49.2420351999513, -123.170605155828",3
"49.2445726632623, -123.063194675512",2
"49.2697509453285, -123.073161628908",2
"49.2631784890833, -123.091951764624",2
"49.2356270351372, -123.18575365018",3
"49.2103176832583, -123.130599706079",1
"49.2836498443226, -123.070116364623",1
"49.2626233900861, -123.069116479595",5
"49.2519219291903, -123.081032226663",1
"49.2684125643284, -123.080808545341",1
"49.2807149881489, -123.099233530023",15
"49.2404496668039, -123.075967911688",1
"49.258911427037, -123.100789544534",5
"49.2642725194232, -123.164964460374",2
"49.2814657688671, -123.064288780016",2
"49.262481598486, -123.146059152692",1
"49.2803101980721, -123.081774385915",2
"49.2593213802327, -123.19528700978",2
"49.2635025328606, -123.206333496922",3
"49.2629428820471, -123.117279946965",3
"49.2697291742999, -123.158110534469",1
"49.2414687616301, -123.056502399576",1
"49.2485045717773, -123.185653656051",3
"49.2814155532835, -123.051536870389",1
"49.2739456101549, -123.128633704748",1
"49.2820170695447, -123.078000416938",4
"49.2463720928001, -123.100843943647",2
"49.2513438726975, -123.068487914508",1
"49.2249622924366, -123.0661475024",1
"49.2608215263033, -123.100228795861",3
"49.2632627221567, -123.137415847047",3
"49.2324577854728, -123.065951003062",2
"49.2769281193925, -123.094782433576",1
"49.2628432440303, -123.135783907786",1
"49.2528735770868, -123.080829157565",1
"49.2819552011979, -123.138546348297",2
"49.2621881154699, -123.092516846364",1
"49.2836127958578, -123.136795313753",2
"49.2757008955594, -123.07619498431",3
"49.2314216681134, -123.090176371106",1
"49.2617756574151, -123.101434451322",8
"49.26185732899, -123.101429808268",8
"49.2669270639862, -123.100377202256",5
"49.263574292483, -123.211676440923",7
"49.2786848930409, -123.092331678633",1
"49.2786887725763, -123.092542056441",1
"49.236578953323, -123.045553696173",1
"49.2305700497115, -123.091027009818",4
"49.2620148787481, -123.071313062629",1
"49.262250375211, -123.043044889792",1
"49.2622507734279, -123.043183019773",1
"49.2625845063787, -123.064877053652",1
"49.2678391952998, -123.151248199284",3
"49.2561170579911, -123.089373958602",6
"49.2833947614379, -123.107748073131",6
"49.2685123789283, -123.102982574389",9
"49.2640393746933, -123.14768358238",2
"49.2640409793808, -123.147898816141",2
"49.2631854228604, -123.132811236347",2
"49.257505840969, -123.065588244723",1
"49.2753942755733, -123.09952499334",2
"49.2434381191985, -123.102253665377",1
"49.2704706565193, -123.155365989437",1
"49.2704727719288, -123.155471844385",1
"49.258751824187, -123.056178270059",1
"49.2565055826598, -123.127675934212",1
"49.2769510821872, -123.072418539716",3
"49.2657195140257, -123.098388047819",1
"49.2721474295975, -123.056148719733",1
"49.2242338997561, -123.089930010358",1
"49.2376621325265, -123.06580610625",1
"49.263892247883, -123.067436725278",1
"49.2773456101587, -123.073939529517",1
"49.2514812037794, -123.127756100945",1
"49.2430371404061, -123.101762495689",2
"49.2819826480313, -123.075669069029",4
"49.2836774518695, -123.110793010748",7
"49.2693882297661, -123.075086182776",1
"49.2698127062549, -123.063470589194",2
"49.2698137907616, -123.063608562638",2
"49.2654816720888, -123.078597966262",1
"49.2657831857313, -123.078962267531",1
"49.2433947177136, -123.090683391669",1
"49.2224174666557, -123.083196611596",1
"49.2621745165116, -123.091497961683",7
"49.2580202184859, -123.070499242175",1
"49.2588709217651, -123.064769289742",1
"49.2325884301959, -123.100450587867",1
"49.2697874237865, -123.069304900638",2
"49.2706876216234, -123.069073280713",1
"49.2672741911038, -123.070038572758",4
"49.269489076365, -123.073771272939",1
"49.2801727834971, -123.102014735218",1
"49.2348550617577, -123.082112234266",1
"49.2676232539203, -123.103620422963",9
"49.2715878882021, -123.175275711515",1
"49.2508133880456, -123.094645653994",1
"49.250883223151, -123.049359739487",8
"49.2648687532417, -123.101838694619",4
"49.2497813785457, -123.113997354503",1
"49.264060870533, -123.207491085534",2
"49.2736374307725, -123.079578204758",7
"49.273972945464, -123.079495242166",7
"49.2703598008905, -123.069283433097",5
"49.2820615756897, -123.079781987047",6
"49.2704442338407, -123.148507682758",1
"49.2704508839958, -123.148924909795",1
"49.2529122731804, -123.115637209646",1
"49.2529552320447, -123.11584604588",1
"49.2437055051617, -123.064849363465",2
"49.2806515965632, -123.078499399934",8
"49.2664195169527, -123.053624034979",1
"49.2249540348478, -123.102073098617",1
"49.2637391213605, -123.186146797687",2
"49.2664971783909, -123.077810825686",5
"49.2680956341464, -123.108742600545",2
"49.2613378132949, -123.096705923346",1
"49.2525564608801, -123.175456659025",1
"49.2499643552393, -123.090572635804",5
"49.2629678601947, -123.119232528291",3
"49.2678866783647, -123.154169934787",1
"49.277149296062, -123.083540790485",4
"49.2770631665512, -123.080319363224",11
"49.2770681893659, -123.080843183915",3
"49.281670333031, -123.101446884177",15
"49.232676443921, -123.100456150852",1
"49.2764588966779, -123.12665157795",1
"49.2753785496994, -123.069149312568",3
"49.2645015918689, -123.178740833461",8
"49.2616359429904, -123.168467504017",1
"49.2589630842926, -123.088844839331",2
"49.2863478921215, -123.060123985995",1
"49.2420328692615, -123.1700566876",1
"49.2693163834565, -123.066547178087",1
"49.2678097228539, -123.149328866632",1
"49.2658003649013, -123.13890850632",9
"49.2546660547726, -123.076168786127",2
"49.2640917462161, -123.092760855995",1
"49.211554830232, -123.088617278463",1
"49.2423694619669, -123.044744054826",1
"49.2819515600183, -123.108619562189",17
"49.26084910814, -123.070153325717",4
"49.2327678175507, -123.100456336133",1
"49.2687877033067, -123.211571263034",1
"49.2634149034996, -123.147067597574",3
"49.2283785982647, -123.090212243307",5
"49.2685279782576, -123.104124912254",3
"49.2275616900351, -123.091099413376",3
"49.2683248535722, -123.149215505289",1
"49.2763762632803, -123.068751364288",3
"49.2613564447695, -123.139080243772",5
"49.2594504773789, -123.13914646387",2
"49.2340737214445, -123.111655586218",1
"49.2186324791741, -123.102289900954",1
"49.2689171216373, -123.10400270363",7
"49.2552645184994, -123.114730984911",1
"49.2680136875671, -123.104353358103",1
"49.2483385327525, -123.089728544269",1
"49.2640766936934, -123.208564906441",2
"49.2506766918637, -123.105808056975",1
"49.2805545757235, -123.072466342701",5
"49.2823819332524, -123.111910472767",8
"49.279802192581, -123.081981363939",1
"49.2640270264887, -123.105518201922",1
"49.2704446061475, -123.099077883012",1
"49.2705477086601, -123.099465742178",1
"49.2607072307742, -123.06794905657",2
"49.2570790068669, -123.18425181995",1
"49.2698116305787, -123.063332615768",1
"49.2707045957253, -123.066403193983",1
"49.2698027868245, -123.062642290711",1
"49.2648091054345, -123.06624906374",1
"49.2617819740621, -123.073340409773",2
"49.2611385510358, -123.072992848009",2
"49.2495108529109, -123.152333780471",3
"49.2422593877776, -123.083370087587",1
"49.2819332298304, -123.108512136659",6
"49.2772088247931, -123.05276762953",1
"49.2637180049045, -123.184793638971",2
"49.2511880780756, -123.10382660083",1
"49.2673542970476, -123.142139100045",1
"49.2684170455882, -123.154525958243",1
"49.2805743735428, -123.073152477262",2
"49.2404127937575, -123.037701963919",9
"49.260313682733, -123.097528654592",1
"49.2613558889027, -123.099026618664",1
"49.2770167588202, -123.101475560039",4
"49.2770802110861, -123.100704159467",4
"49.2699041868423, -123.069295854129",5
"49.252819255574, -123.066696783512",7
"49.2680275162835, -123.067830090293",1
"49.2836219748528, -123.088307073875",3
"49.2689382225828, -123.188946714159",1
"49.2832853801631, -123.090807902818",4
"49.2625447546483, -123.05939434926",1
"49.2688286742704, -123.182878405186",1
"49.2656633536491, -123.176066942748",1
"49.2643760844455, -123.063740120687",1
"49.2678542879109, -123.152180898303",3
"49.2635417047721, -123.105541605005",3
"49.2690850517826, -123.043771105853",1
"49.2663359536766, -123.069371116242",3
"49.280895080053, -123.060556719635",4
"49.2805806222651, -123.096886165963",3
"49.2780356392508, -123.085139039595",3
"49.265641776426, -123.10037627194",6
"49.2473600869021, -123.185924084801",2
"49.203566737807, -123.137394599578",1
"49.2691387507219, -123.049839146339",1
"49.2456584274696, -123.064731740362",1
"49.268765743504, -123.049154217214",1
"49.257982663087, -123.109875787628",2
"49.2476822264932, -123.042821710291",1
"49.2800240055688, -123.070941935988",1
"49.2736830782223, -123.068946189014",1
"49.2590102630293, -123.100814071519",1
"49.232186239995, -123.089630318409",1
"49.2555091379318, -123.086497159702",6
"49.2645131344297, -123.124856118381",1
"49.2788911738171, -123.081797860143",1
"49.2833047524962, -123.092445574683",1
"49.266345982249, -123.070043842975",1
"49.2123431525889, -123.139463968303",1
"49.2617912469119, -123.098880867541",8
"49.2444572666445, -123.060310923197",1
"49.2806766687801, -123.037514033419",1
"49.2852019310611, -123.039016311434",1
"49.259323222037, -123.0722433253",1
"49.2322615610048, -123.061232123238",1
"49.2685324888639, -123.073280200832",1
"49.2831158414883, -123.111098653495",2
"49.2589657406185, -123.126512653752",1
"49.2633791906135, -123.164406738149",1
"49.2618915926985, -123.10334718674",1
"49.2787827187714, -123.097688394723",2
"49.2216412845916, -123.099369750202",1
"49.271411340382, -123.098538236765",1
"49.2714977965436, -123.09893431719",1
"49.2709596421215, -123.099006620722",1
"49.2710120857492, -123.099214437983",1
"49.2707924099448, -123.098398823038",2
"49.2709125763001, -123.098820946749",2
"49.2645251997153, -123.180191567459",1
"49.275589409798, -123.070024018129",1
"49.2291087466458, -123.054200799927",1
"49.2732165797098, -123.059544977462",1
"49.2806629161176, -123.10014980669",14
"49.2807281387964, -123.100141001669",14
"49.2808680327047, -123.100129597923",14
"49.2750764899869, -123.066437946644",1
"49.2749564829018, -123.12699714474",1
"49.2516820236269, -123.184449863022",1
"49.2778028870467, -123.068787223703",2
"49.2776811534796, -123.032122640479",1
"49.2560258051971, -123.08919459144",5
"49.2627157742084, -123.082417051717",1
"49.2706098207733, -123.107393952125",1
"49.2295830232258, -123.048639835209",1
"49.2396459431825, -123.162322996001",1
"49.2458420073243, -123.101660911516",1
"49.2361191667946, -123.025823150463",1
"49.2773738911138, -123.076223545997",1
"49.2779251405731, -123.077912874628",5
"49.2736213579706, -123.060387053112",1
"49.2643674910351, -123.060568586135",1
"49.2669253932024, -123.045817253463",1
"49.2612675344847, -123.090187583935",1
"49.2406132707854, -123.100502362328",1
"49.2589943674162, -123.079970408819",2
"49.2592503314298, -123.064301135967",1
"49.268692647926, -123.206169018486",2
"49.2833560531805, -123.095060570101",1
"49.2351555655986, -123.139252225051",1
"49.2703384970332, -123.065463157549",2
"49.2613042627659, -123.0940451329",1
"49.2640027327344, -123.05613929927",1
"49.2786038248942, -123.123393244972",2
"49.2816793053361, -123.102461708771",9
"49.283374943792, -123.096244133774",4
"49.2776644019108, -123.081708830692",2
"49.2825013355364, -123.107958012096",1
"49.2554282704574, -123.100129896802",1
"49.2250519137072, -123.091154899064",2
"49.256788467847, -123.096122204195",1
"49.2770557643843, -123.079720610258",2
"49.2806607784092, -123.100756671624",4
"49.2841595512462, -123.066173519804",1
"49.2519805681738, -123.034275232433",1
"49.2803722904496, -123.085553010463",4
"49.280461189659, -123.090512153228",3
"49.2371277354053, -123.10887475168",2
"49.2820238302515, -123.100079812748",1
"49.2678439924305, -123.151555061493",1
"49.2666281094415, -123.071276550232",3
"49.280193481255, -123.121010921796",3
"49.2495729269416, -123.098373120052",1
"49.2495746077315, -123.098511904718",1
"49.2575812681261, -123.184378915394",4
"49.2387709677177, -123.068209181297",1
"49.2577676052905, -123.164363951819",1
"49.2834962131883, -123.111684741885",2
"49.2819349290514, -123.070653265705",5
"49.2743642900477, -123.138928936957",1
"49.2745980931326, -123.13752273872",1
"49.2756029546588, -123.138163740025",1
"49.2696842438109, -123.180780663023",1
"49.2582860147712, -123.186303382909",1
"49.260227993298, -123.072764170862",1
"49.2487176346695, -123.120144255041",1
"49.2408288616744, -123.101855898625",1
"49.2694611484177, -123.171314589676",2
"49.2779675102602, -123.080080368548",1
"49.2512725217255, -123.027195127937",1
"49.2832329876525, -123.109504004103",2
"49.2769397123204, -123.071450379817",1
"49.253264396535, -123.090458584123",1
"49.2784105026447, -123.103409992948",1
"49.232596344643, -123.192797218131",1
"49.2522013899489, -123.101303774851",1
"49.2503504756861, -123.049916403417",1
"49.2570976241723, -123.068964422696",1
"49.2271756242394, -123.139338259243",1
"49.2349487780963, -123.18644965802",1
"49.253437122764, -123.081361624123",2
"49.2818050292384, -123.051409376771",2
"49.282483033307, -123.096807517504",2
"49.2384010613828, -123.089544713777",1
"49.278423902515, -123.128696221411",1
"49.2833162865921, -123.114384263797",4
"49.2741698452975, -123.066315750504",1
"49.2769353105884, -123.0710761716",2
"49.2807677063627, -123.086053910995",1
"49.2636308763035, -123.112026524707",1
"49.2553140789535, -123.072319886802",1
"49.2492601166638, -123.076546732429",1
"49.2657411661289, -123.099417126326",1
"49.2466418556918, -123.167156012263",1
"49.2751527912037, -123.045932670083",1
"49.2748757481002, -123.130216372806",1
"49.2644101730432, -123.105088544107",1
"49.2862475319777, -123.136730589012",1
"49.223826760381, -123.090062899303",1
"49.2777830243759, -123.092683319333",1
"49.2361114880214, -123.070441571292",1
"49.2610883319698, -123.067686521165",1
"49.2690085060534, -123.169622248696",1
"49.23284412924, -123.125703965367",1
"49.2483350884069, -123.092645057569",1
"49.2817825117695, -123.023894051114",1
"49.2241120413301, -123.105556899645",1
"49.2330692064004, -123.12552390612",1
"49.2561256627328, -123.086842776319",1
"49.2815813236561, -123.115054944714",1
"49.2822731339039, -123.113206049843",1
"49.2492813623706, -123.079243229051",1
"49.283365042365, -123.095721610255",1
"49.2805163955275, -123.058186574743",1
"49.2281587491349, -123.031566774682",1
"49.2787483398934, -123.071534028098",1
"49.2805046824031, -123.057325551374",1
"49.2808846617535, -123.092233544645",1
"49.2792839806123, -123.132261754918",1
"49.2235870787732, -123.040859955861",1
"49.234901640009, -123.159286702925",1
"49.2875825585694, -123.130826095134",1
"49.2537464900805, -123.067751210579",3
"49.2839351537664, -123.109434621304",10
"49.2793924532743, -123.130290478223",1
"49.2815307524876, -123.069039970148",4
"49.2683026296346, -123.097784170974",3
"49.2894846906061, -123.138073797387",3
"49.2820562109229, -123.101094747191",7
"49.2773849273635, -123.115640834851",1
"49.2786764772698, -123.080283816363",2
"49.2055803207917, -123.126723264828",1
"49.2778887017354, -123.075788509093",1
"49.227011291782, -123.066092909968",2
"49.2699278622897, -123.05615593321",6
"49.2611264914734, -123.071491855512",1
"49.2808518845343, -123.090594691001",3
"49.2819886841939, -123.07606577167",3
"49.2805169006291, -123.058076567043",1
"49.2394440375961, -123.053583036333",1
"49.2613459909814, -123.138211827475",5
